Compound_Score,Neg_Score,Neu_Score,Pos_Score,Timestamp,Tweet_Text,Tweets_Ago,User
0.0,0.0,1.0,0.0,Mon Jan 01 01:16:12 +0000 2018,"Due to #NFL football games overrun, revised start times &amp; lineup for Eastern/Central Time Zones Only:
#60Minutes 8:… https://t.co/rqOYbM5j0h",41,CBS
0.7798,0.0,0.736,0.264,Sun Dec 31 14:37:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE (not ava… https://t.co/NEntvW7QHd,42,CBS
0.0,0.0,1.0,0.0,Sat Dec 30 20:25:20 +0000 2017,"RT @NoActivityCBS: All season nothing's happened. Now prepare for activity. Stream the #NoActivity season finale Sunday, Dec 31 on CBS All…",43,CBS
0.3612,0.0,0.884,0.116,Sat Dec 30 20:24:58 +0000 2017,RT @startrekcbs: Find out what happens when you boldly go too far. #StarTrekDiscovery continues January 7 on CBS All Access: https://t.co/f…,44,CBS
0.0857,0.144,0.699,0.157,Fri Dec 29 16:06:02 +0000 2017,Stream NC State Wolfpack at Arizona State Sun Devils LIVE today at 3PM ET with a 1-month FREE trial of… https://t.co/8k50thgtip,45,CBS
0.1511,0.096,0.783,0.121,Thu Dec 28 20:31:01 +0000 2017,"In case you missed this star-studded tribute to Carol Burnett's classic comedy series, catch up now! Watch The Caro… https://t.co/wu7BxM9gtm",46,CBS
0.0,0.0,1.0,0.0,Thu Dec 28 19:28:22 +0000 2017,Some of TV's biggest stars saluted @TheNormanLear's impact on television and culture at The 40th Annual Kennedy Cen… https://t.co/E74ChUW1uE,47,CBS
0.875,0.0,0.643,0.357,Wed Dec 27 22:45:05 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/R0fb5ngJ16,48,CBS
0.7717,0.0,0.705,0.295,Wed Dec 27 21:04:10 +0000 2017,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",49,CBS
0.8452,0.0,0.663,0.337,Wed Dec 27 19:52:02 +0000 2017,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,50,CBS
0.0,0.0,1.0,0.0,Wed Dec 27 19:40:34 +0000 2017,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",51,CBS
0.7003,0.0,0.766,0.234,Wed Dec 27 12:00:01 +0000 2017,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",52,CBS
0.8398,0.0,0.64,0.36,Wed Dec 27 07:27:33 +0000 2017,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,53,CBS
0.8221,0.0,0.664,0.336,Wed Dec 27 04:00:52 +0000 2017,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,54,CBS
0.0,0.0,1.0,0.0,Wed Dec 27 03:59:48 +0000 2017,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,55,CBS
0.8271,0.0,0.58,0.42,Wed Dec 27 03:36:01 +0000 2017,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,56,CBS
0.8103,0.0,0.685,0.315,Wed Dec 27 03:35:29 +0000 2017,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,57,CBS
0.0,0.0,1.0,0.0,Wed Dec 27 03:03:49 +0000 2017,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,58,CBS
0.5255,0.0,0.78,0.22,Wed Dec 27 03:03:26 +0000 2017,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,59,CBS
0.7096,0.0,0.753,0.247,Wed Dec 27 02:57:56 +0000 2017,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,60,CBS
0.7345,0.0,0.64,0.36,Wed Dec 27 02:48:52 +0000 2017,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,61,CBS
0.6124,0.0,0.826,0.174,Wed Dec 27 02:45:34 +0000 2017,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,62,CBS
0.3699,0.0,0.702,0.298,Wed Dec 27 02:28:07 +0000 2017,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,63,CBS
0.8748,0.0,0.474,0.526,Wed Dec 27 02:26:46 +0000 2017,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,64,CBS
0.9601,0.0,0.434,0.566,Wed Dec 27 02:20:11 +0000 2017,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,65,CBS
0.8908,0.0,0.654,0.346,Wed Dec 27 02:00:29 +0000 2017,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,66,CBS
0.0,0.0,1.0,0.0,Wed Dec 27 01:08:32 +0000 2017,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",67,CBS
0.2415,0.173,0.61,0.218,Tue Dec 26 12:00:01 +0000 2017,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",68,CBS
0.5106,0.0,0.809,0.191,Mon Dec 25 12:00:05 +0000 2017,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",69,CBS
-0.2263,0.101,0.899,0.0,Mon Dec 25 00:48:24 +0000 2017,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",70,CBS
0.7574,0.0,0.711,0.289,Sun Dec 24 20:40:42 +0000 2017,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",71,CBS
0.7974,0.0,0.727,0.273,Sun Dec 24 14:17:43 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,72,CBS
0.0,0.0,1.0,0.0,Sun Dec 24 12:30:02 +0000 2017,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",73,CBS
0.0,0.0,1.0,0.0,Sat Dec 23 16:21:17 +0000 2017,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",74,CBS
0.8236,0.0,0.714,0.286,Sat Dec 23 15:00:02 +0000 2017,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",75,CBS
0.7712,0.0,0.645,0.355,Sat Dec 23 12:37:04 +0000 2017,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,76,CBS
0.743,0.107,0.583,0.311,Sat Dec 23 07:24:44 +0000 2017,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,77,CBS
0.8687,0.0,0.635,0.365,Sat Dec 23 06:39:45 +0000 2017,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,78,CBS
-0.1531,0.127,0.769,0.104,Sat Dec 23 01:38:37 +0000 2017,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",79,CBS
0.9422,0.0,0.531,0.469,Sat Dec 23 00:39:52 +0000 2017,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,80,CBS
0.6588,0.0,0.759,0.241,Fri Dec 22 19:35:35 +0000 2017,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",81,CBS
0.6597,0.0,0.722,0.278,Fri Dec 22 18:03:20 +0000 2017,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",82,CBS
0.5255,0.0,0.841,0.159,Fri Dec 22 14:04:52 +0000 2017,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,83,CBS
0.8718,0.0,0.632,0.368,Thu Dec 21 12:04:04 +0000 2017,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",84,CBS
0.6597,0.0,0.787,0.213,Thu Dec 21 01:04:27 +0000 2017,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",85,CBS
0.3818,0.0,0.843,0.157,Wed Dec 20 23:00:04 +0000 2017,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,86,CBS
0.743,0.0,0.751,0.249,Wed Dec 20 21:08:10 +0000 2017,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",87,CBS
0.7222,0.0,0.719,0.281,Wed Dec 20 20:10:15 +0000 2017,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,88,CBS
0.0,0.0,1.0,0.0,Wed Dec 20 19:31:47 +0000 2017,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,89,CBS
0.5423,0.0,0.857,0.143,Wed Dec 20 15:30:01 +0000 2017,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,90,CBS
0.1139,0.0,0.941,0.059,Wed Dec 20 01:01:19 +0000 2017,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,91,CBS
0.7644,0.0,0.708,0.292,Wed Dec 20 00:14:34 +0000 2017,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",92,CBS
0.0,0.0,1.0,0.0,Tue Dec 19 21:12:50 +0000 2017,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,93,CBS
0.3818,0.0,0.852,0.148,Tue Dec 19 21:00:03 +0000 2017,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",94,CBS
0.5719,0.0,0.791,0.209,Tue Dec 19 15:30:04 +0000 2017,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",95,CBS
0.0,0.0,1.0,0.0,Tue Dec 19 14:42:58 +0000 2017,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",96,CBS
0.6808,0.0,0.714,0.286,Tue Dec 19 00:39:07 +0000 2017,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",97,CBS
0.875,0.0,0.643,0.357,Mon Dec 18 22:53:34 +0000 2017,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,98,CBS
0.8957,0.0,0.505,0.495,Mon Dec 18 21:32:25 +0000 2017,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",99,CBS
0.7569,0.0,0.712,0.288,Mon Dec 18 18:40:55 +0000 2017,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",100,CBS
-0.1902,0.071,0.929,0.0,Mon Jan 08 22:40:25 +0000 2018,American voters are big fans of Oprah Winfrey -- but a poll last March found that most didn't want her to run for P… https://t.co/YZlDkM79eM,1,CNN
-0.1847,0.2,0.664,0.136,Mon Jan 08 22:32:26 +0000 2018,"""'If you make me happy, I don't care who else you make unhappy' is essentially the US foreign policy now."" - Michae… https://t.co/MTxRWCgA7s",2,CNN
0.5859,0.0,0.826,0.174,Mon Jan 08 22:30:46 +0000 2018,It's a complicated political question: How can the GOP give President Trump a win on the wall without alienating De… https://t.co/l517xeC4bQ,3,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:21:52 +0000 2018,Oprah Winfrey's Golden Globes speech sends Weight Watchers stock soaring https://t.co/jxKSbqlIeM https://t.co/8uTgJhWU7L,4,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:20:38 +0000 2018,"The Trump administration's decision to end a program that allowed about 250,000 Salvadorans to stay in the US could… https://t.co/V7K7ol43sK",5,CNN
0.0516,0.155,0.644,0.201,Mon Jan 08 22:16:20 +0000 2018,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/CqdrL3NDSQ",6,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:15:10 +0000 2018,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",7,CNN
-0.8271,0.339,0.661,0.0,Mon Jan 08 22:03:32 +0000 2018,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/3hlV1S4Fl4",8,CNN
0.25,0.0,0.889,0.111,Mon Jan 08 22:00:52 +0000 2018,"The Trump administration will end protections for more than 200,000 Salvadorans, granted by the Bush administration… https://t.co/1VK579Z9YB",9,CNN
-0.296,0.109,0.891,0.0,Mon Jan 08 21:50:49 +0000 2018,"No, this is not a painting. It’s a NASA image of Jupiter’s swirling cloud systems, enhanced by two citizen scientis… https://t.co/noHxYkVubP",10,CNN
0.3612,0.0,0.872,0.128,Mon Jan 08 21:48:30 +0000 2018,RT @CNNPolitics: An Oprah campaign might (literally) look like this | GIF analysis by CNN's Brenna Williams https://t.co/lgzE55uWJM https:/…,11,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:34:04 +0000 2018,"Ibuprofen taken in doses commonly used by athletes may be linked to male infertility, a new study finds… https://t.co/btQxlo1oMG",12,CNN
-0.0516,0.093,0.821,0.086,Mon Jan 08 21:33:06 +0000 2018,"RT @TheLeadCNN: .@jaketapper: It is difficult to ascertain just what the truth is behind the “Fire and Fury” book since frankly, we have tw…",13,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:32:39 +0000 2018,"""Every time the President tweets, the White House goes into a spasm."" Michael Wolff, the author of a bombshell book… https://t.co/mym8M9TXNM",14,CNN
0.4019,0.0,0.876,0.124,Mon Jan 08 21:27:49 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/H0GtSPBa4v,15,CNN
0.4019,0.0,0.876,0.124,Mon Jan 08 21:21:23 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/31FUpEnFg5,16,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:20:12 +0000 2018,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/IKo3o3oWpz",17,CNN
0.6124,0.0,0.773,0.227,Mon Jan 08 21:08:39 +0000 2018,"Apple has released new security updates for iPhones, iPads, and Macs to protect users from the Spectre flaw… https://t.co/4FBhnud18f",18,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:06:13 +0000 2018,"Oprah would make an exceptional president, writes @sallykohn for @CNNOpinion https://t.co/Jr0RXSTf7a https://t.co/VHguceyOcp",19,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:02:05 +0000 2018,"Michael Wolff, the author of a book that has driven a wedge between President Trump and Steve Bannon, defends ""Fire… https://t.co/8uzIV8GWXg",20,CNN
-0.1902,0.071,0.929,0.0,Mon Jan 08 22:40:25 +0000 2018,American voters are big fans of Oprah Winfrey -- but a poll last March found that most didn't want her to run for P… https://t.co/YZlDkM79eM,21,CNN
-0.1847,0.2,0.664,0.136,Mon Jan 08 22:32:26 +0000 2018,"""'If you make me happy, I don't care who else you make unhappy' is essentially the US foreign policy now."" - Michae… https://t.co/MTxRWCgA7s",22,CNN
0.5859,0.0,0.826,0.174,Mon Jan 08 22:30:46 +0000 2018,It's a complicated political question: How can the GOP give President Trump a win on the wall without alienating De… https://t.co/l517xeC4bQ,23,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:21:52 +0000 2018,Oprah Winfrey's Golden Globes speech sends Weight Watchers stock soaring https://t.co/jxKSbqlIeM https://t.co/8uTgJhWU7L,24,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:20:38 +0000 2018,"The Trump administration's decision to end a program that allowed about 250,000 Salvadorans to stay in the US could… https://t.co/V7K7ol43sK",25,CNN
0.0516,0.155,0.644,0.201,Mon Jan 08 22:16:20 +0000 2018,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/CqdrL3NDSQ",26,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 22:15:10 +0000 2018,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",27,CNN
-0.8271,0.339,0.661,0.0,Mon Jan 08 22:03:32 +0000 2018,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/3hlV1S4Fl4",28,CNN
0.25,0.0,0.889,0.111,Mon Jan 08 22:00:52 +0000 2018,"The Trump administration will end protections for more than 200,000 Salvadorans, granted by the Bush administration… https://t.co/1VK579Z9YB",29,CNN
-0.296,0.109,0.891,0.0,Mon Jan 08 21:50:49 +0000 2018,"No, this is not a painting. It’s a NASA image of Jupiter’s swirling cloud systems, enhanced by two citizen scientis… https://t.co/noHxYkVubP",30,CNN
0.3612,0.0,0.872,0.128,Mon Jan 08 21:48:30 +0000 2018,RT @CNNPolitics: An Oprah campaign might (literally) look like this | GIF analysis by CNN's Brenna Williams https://t.co/lgzE55uWJM https:/…,31,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:34:04 +0000 2018,"Ibuprofen taken in doses commonly used by athletes may be linked to male infertility, a new study finds… https://t.co/btQxlo1oMG",32,CNN
-0.0516,0.093,0.821,0.086,Mon Jan 08 21:33:06 +0000 2018,"RT @TheLeadCNN: .@jaketapper: It is difficult to ascertain just what the truth is behind the “Fire and Fury” book since frankly, we have tw…",33,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:32:39 +0000 2018,"""Every time the President tweets, the White House goes into a spasm."" Michael Wolff, the author of a bombshell book… https://t.co/mym8M9TXNM",34,CNN
0.4019,0.0,0.876,0.124,Mon Jan 08 21:27:49 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/H0GtSPBa4v,35,CNN
0.4019,0.0,0.876,0.124,Mon Jan 08 21:21:23 +0000 2018,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/31FUpEnFg5,36,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:20:12 +0000 2018,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/IKo3o3oWpz",37,CNN
0.6124,0.0,0.773,0.227,Mon Jan 08 21:08:39 +0000 2018,"Apple has released new security updates for iPhones, iPads, and Macs to protect users from the Spectre flaw… https://t.co/4FBhnud18f",38,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:06:13 +0000 2018,"Oprah would make an exceptional president, writes @sallykohn for @CNNOpinion https://t.co/Jr0RXSTf7a https://t.co/VHguceyOcp",39,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 21:02:05 +0000 2018,"Michael Wolff, the author of a book that has driven a wedge between President Trump and Steve Bannon, defends ""Fire… https://t.co/8uzIV8GWXg",40,CNN
0.34,0.0,0.876,0.124,Mon Jan 08 20:53:11 +0000 2018,Visa and Aflac are boosting their 401(k) match in the wake of the GOP tax overhaul https://t.co/IYfE1SdJuA https://t.co/EF4avE0WbX,41,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 20:46:11 +0000 2018,Pizza Hut is working on self-driving delivery trucks https://t.co/mtI2ynCP2I https://t.co/sZegOnd6Xq,42,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 20:32:04 +0000 2018,"Rancher Cliven Bundy was released from custody Monday, according to his attorney https://t.co/7UQuRecyt1 https://t.co/H97rUymsVk",43,CNN
0.2023,0.0,0.899,0.101,Mon Jan 08 20:27:08 +0000 2018,Pope Francis once again tells breastfeeding moms it's fine to feed hungry babies in church https://t.co/tFIN9QfeKR https://t.co/9or9PSCDBe,44,CNN
-0.4215,0.138,0.81,0.052,Mon Jan 08 20:24:20 +0000 2018,"Michael Wolff: Steve Bannon's recent statement backing away from his criticism of Donald Trump Jr. is ""not true""… https://t.co/00QCBKJyx8",45,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 20:20:18 +0000 2018,A record-breaking 22 women are now serving in the US Senate https://t.co/rk4tZEaqDm https://t.co/kIjVa9H0PJ,46,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 20:10:03 +0000 2018,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/oJ7E60GG4j https://t.co/uLfVv6EqVR,47,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 20:03:22 +0000 2018,A conservative watchdog group led by Steve Bannon tried to discredit Donald Trump in the early stages of the 2016 G… https://t.co/ogV8AHK2fV,48,CNN
0.3612,0.0,0.865,0.135,Mon Jan 08 20:00:20 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/3LncKlJR4M",49,CNN
0.3612,0.0,0.857,0.143,Mon Jan 08 20:00:06 +0000 2018,"With the press of a button, LG Display's 65-inch screen rolls up like a yoga mat https://t.co/8iKXUOG0G0 https://t.co/YUPG0FinkM",50,CNN
-0.6597,0.196,0.804,0.0,Mon Jan 08 19:50:11 +0000 2018,"Just in: Mitt Romney was treated for prostate cancer over the summer. Source says his prognosis is ""good""… https://t.co/rQjpinr0Jj",51,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 19:40:06 +0000 2018,The world's most punctual airports and airlines in 2018 revealed https://t.co/8BdoyelPs8 https://t.co/7KBcoYu2kb,52,CNN
-0.0516,0.054,0.946,0.0,Mon Jan 08 19:30:07 +0000 2018,"Vice President Mike Pence will leave late next week for a Middle East trip that will take him to Egypt, Jordan and… https://t.co/B01uWHpDcy",53,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 19:20:09 +0000 2018,"This is where the jobs are, and where they're not https://t.co/6qcbwqeiS6 https://t.co/fxOf8dOwGF",54,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 19:10:06 +0000 2018,“I wasn't about the naysayers. I wanted to work extra hard”: How Kathryn Smith defied the odds and became the first… https://t.co/hpFdpgUDvW,55,CNN
-0.6486,0.301,0.699,0.0,Mon Jan 08 19:00:10 +0000 2018,64 migrants believed dead after boat sinks in Mediterranean https://t.co/r0MpOLqXq6 https://t.co/zVdhV20jPY,56,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:50:11 +0000 2018,6 times Oprah stoked or shot down 2020 speculation https://t.co/A0QTKeWeFZ https://t.co/ylR5k2sYrx,57,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:40:11 +0000 2018,"If Mitt Romney wants to become Utah's next senator, there's virtually nothing standing in the 2012 Republican presi… https://t.co/8reKntl31h",58,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:30:56 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/l5XPljN5VS",59,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:20:07 +0000 2018,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/l9XrU8kDSX,60,CNN
0.8126,0.0,0.684,0.316,Mon Jan 08 18:10:16 +0000 2018,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/UNHSF2P0ZI https://t.co/G5eun8bAkk",61,CNN
0.6705,0.0,0.718,0.282,Mon Jan 08 18:00:16 +0000 2018,Steve Bannon knows the secret to getting back in Trump's good graces | Analysis by @CillizzaCNN… https://t.co/AdMp3q4TYL,62,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 17:52:25 +0000 2018,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/Uwg3O0rWHT",63,CNN
-0.4215,0.135,0.865,0.0,Mon Jan 08 17:41:55 +0000 2018,"First, a “bomb cyclone” stranded some travelers at JFK Airport for days. Then a water main broke and flooded a bagg… https://t.co/15sydHfrJ8",64,CNN
0.6597,0.0,0.759,0.241,Mon Jan 08 17:30:04 +0000 2018,"Oprah Winfrey is actively thinking about running for president in 2020, two of her close friends tell CNN… https://t.co/BpVatGk2IA",65,CNN
0.3612,0.0,0.865,0.135,Mon Jan 08 17:20:04 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/0YKh8QiuiU",66,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 17:10:11 +0000 2018,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdC74n9M,67,CNN
0.4404,0.0,0.818,0.182,Mon Jan 08 17:00:04 +0000 2018,Everything you need to know about tonight's College Football Playoff National Championship https://t.co/FhsvOJP9xX https://t.co/bDG4Tvjg7f,68,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:51:02 +0000 2018,"Sen. Bob Corker, who is traveling today on Air Force One with President Trump, has repaired his relationship with t… https://t.co/08W6Rf7UjF",69,CNN
0.5267,0.0,0.638,0.362,Mon Jan 08 16:40:12 +0000 2018,Samantha Barry named Glamour editor-in-chief https://t.co/51ofIh4CKF https://t.co/lQlXBv0giz,70,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:40:12 +0000 2018,Oprah knew exactly what she was doing on Sunday night | Analysis by @CillizzaCNN https://t.co/xjKabk5X6i https://t.co/cHR4UJaghV,71,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:30:16 +0000 2018,"Britain's Princess Charlotte, youngest child of the Duke and Duchess of Cambridge, started nursery school on Monday… https://t.co/XQNcXjP0ql",72,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:20:10 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/0MpszMASLR",73,CNN
